sku_id,target_date,model_name,actual_demand,forecast_quantity,error,absolute_error,p10,p50,p90,lower_bound,upper_bound,forecast_confidence_score,forecast_confidence_class,forecast_risk_level,confidence_reason
SKU-BAT-008,2026-06-01,naive,8.0,0.0,-8.0,8.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-02,naive,8.0,8.0,0.0,0.0,5.600000000000001,8.0,14.200000000000003,5.600000000000001,14.200000000000003,0.3420401573014116,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-03,naive,10.0,8.0,-2.0,2.0,5.600000000000001,8.0,14.200000000000003,5.600000000000001,14.200000000000003,0.3420401573014116,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-04,naive,0.0,10.0,10.0,10.0,7.600000000000001,10.0,16.200000000000003,7.600000000000001,16.200000000000003,0.3681007633620176,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-05,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-06,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-07,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-08,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-09,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-10,naive,8.0,0.0,-8.0,8.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-11,naive,8.0,8.0,0.0,0.0,5.600000000000001,8.0,14.200000000000003,5.600000000000001,14.200000000000003,0.3420401573014116,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-12,naive,6.0,8.0,2.0,2.0,5.600000000000001,8.0,14.200000000000003,5.600000000000001,14.200000000000003,0.3420401573014116,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-13,naive,0.0,6.0,6.0,6.0,3.6000000000000014,6.0,12.200000000000003,3.6000000000000014,12.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-14,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-15,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-16,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-17,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-18,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-19,naive,8.0,0.0,-8.0,8.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-20,naive,6.0,8.0,2.0,2.0,5.600000000000001,8.0,14.200000000000003,5.600000000000001,14.200000000000003,0.3420401573014116,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-21,naive,8.0,6.0,-2.0,2.0,3.6000000000000014,6.0,12.200000000000003,3.6000000000000014,12.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-22,naive,0.0,8.0,8.0,8.0,5.600000000000001,8.0,14.200000000000003,5.600000000000001,14.200000000000003,0.3420401573014116,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
SKU-BAT-008,2026-06-23,naive,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000003,0.0,6.200000000000003,0.33537349063474486,LOW,HIGH_RISK,Wide uncertainty interval and elevated forecast risk
