sku_id,model_name,mae,rmse,wape,smape,bias,zero_demand_ratio,test_period_start,test_period_end,observations_used,average_confidence_score,average_interval_width,dominant_risk_level,mase,metric_warning,selection_score,selection_metric
SKU-BAT-008,gradient_boosting,0.705084648641739,3.8442994381796884,0.22991890716578448,1.2384101601260105,0.6987398423021742,0.6,2026-06-01,2026-06-30,30,0.6482584330018796,0.0012591213614293164,MEDIUM_RISK,0.3305084290508152,INTERMITTENT_DEMAND_USE_MASE,3.75,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,knn_regressor,0.5444444444444444,1.165872745739971,0.17753623188405795,0.0802519159518845,-0.14444444444444438,0.6,2026-06-01,2026-06-30,30,0.5635411586804212,1.3333333333333346,HIGH_RISK,0.2552083333333333,INTERMITTENT_DEMAND_USE_MASE,1.8499999999999999,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,linear_regression,3.03953881862849,3.5755926883786096,0.9911539625962468,1.1893135448827117,2.614977946237475,0.6,2026-06-01,2026-06-30,30,0.2673192978700356,4.558893271744177,HIGH_RISK,1.424783821232105,INTERMITTENT_DEMAND_USE_MASE,5.6,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,moving_average_14,3.869047619047619,4.178317045573891,1.2616459627329193,1.6425310426131383,-0.5071428571428571,0.6,2026-06-01,2026-06-30,30,0.2288517515043101,8.717380952380953,HIGH_RISK,1.8136160714285714,INTERMITTENT_DEMAND_USE_MASE,7.699999999999999,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,moving_average_30,3.594444444444444,3.857081030270699,1.1721014492753623,1.5897123308586323,-0.4522222222222222,0.6,2026-06-01,2026-06-30,30,0.2288517515043101,8.225333333333333,HIGH_RISK,1.6848958333333333,INTERMITTENT_DEMAND_USE_MASE,5.85,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,moving_average_7,4.366666666666666,4.687586733891449,1.423913043478261,1.7446088456444149,-0.5952380952380952,0.6,2026-06-01,2026-06-30,30,0.2288517515043101,9.35714285714286,HIGH_RISK,2.046875,INTERMITTENT_DEMAND_USE_MASE,8.700000000000001,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,naive,2.1333333333333333,3.8643671323171835,0.6956521739130435,0.5121693121693122,-0.26666666666666666,0.6,2026-06-01,2026-06-30,30,0.3380199552812094,7.079999999999999,HIGH_RISK,1.0,INTERMITTENT_DEMAND_USE_MASE,3.6999999999999997,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,random_forest,0.40638210678210657,1.1804511643801348,0.13251590438546954,0.04279586292026611,0.40638210678210657,0.6,2026-06-01,2026-06-30,30,0.6767428727151423,0.3546032900432895,MEDIUM_RISK,0.19049161255411245,INTERMITTENT_DEMAND_USE_MASE,1.2999999999999998,weighted_rank_wape_mae_mase_bias
SKU-BAT-008,seasonal_naive_lag_7,3.8333333333333335,5.357238094391549,1.25,0.9637099284158107,-0.43333333333333335,0.6,2026-06-01,2026-06-30,30,0.2288517515043101,10.533333333333333,HIGH_RISK,1.796875,INTERMITTENT_DEMAND_USE_MASE,6.549999999999999,weighted_rank_wape_mae_mase_bias
SKU-BBQ-006,gradient_boosting,0.3304001174717635,0.503786159087876,0.013304702716983764,0.013682822063464913,-0.2687876142988243,0.0,2026-06-01,2026-06-30,30,0.8770335782591818,1.1180415452914303,LOW_RISK,0.06652351358491883,,0.013304702716983764,wape
