planning_run_id,period_start,period_end,workstation_id,workstation_name,original_required_hours,quality_extra_rework_hours,processing_time_adjustment_hours,quality_adjusted_required_hours,expected_defective_units,expected_rework_units,expected_loss_units,expected_final_good_units,disposition_review_required_count,quality_balance_review_required_flag,available_hours,original_utilization_pct,quality_adjusted_utilization_pct,utilization_delta_pct,original_capacity_status,quality_adjusted_capacity_status,quality_capacity_impact_level,quality_capacity_review_required_flag,confirmation_status,advisory_only_flag
PHASE4-MPS-20260701140123,2026-06-29,2026-07-05,WS-BRAKE-SUB,Brake Subassembly Station,36.75878333333333,0.4619051666666667,0.0,37.220688499999994,3.0893375,1.91962,1.3616794999999997,94.6193205,0,False,36.25,101.40354022988504,102.67776137931033,1.274221149425287,OVERLOADED,OVERLOADED,HIGH,True,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-06-29,2026-07-05,WS-FINAL-ASM,Final Assembly Station,70.25153333333333,2.0155466666666664,6.904623741830058,79.17170374183006,6.178675,4.0491475,2.8529577999999995,93.1280422,0,False,36.25,193.7973333333333,218.4046999774622,24.607366644128888,OVERLOADED,OVERLOADED,CRITICAL,True,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-06-29,2026-07-05,WS-FORK-SUSP,Fork and Suspension Prep Station,21.95710833333333,0.503778,1.1189680208333341,23.579854354166667,2.099075,1.259445,1.0663301,40.915169899999995,0,False,36.25,60.57133333333332,65.04787408045976,4.4765407471264425,FEASIBLE,FEASIBLE,MEDIUM,False,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-06-29,2026-07-05,WS-FRAME-PREP,Frame Preparation Station,40.32481666666666,0.4119116666666667,-0.9775713131313114,40.32481666666666,3.5692425,1.91962,1.8199847,94.1610153,0,False,36.25,111.2408735632184,111.24087356321839,-1.4210854715202004e-14,OVERLOADED,OVERLOADED,HIGH,True,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-06-29,2026-07-05,WS-PACK,Packaging Station,25.57796666666666,0.051488958333333334,0.0,25.629455625,1.91962,0.479905,1.4493131,94.53168689999998,0,False,36.25,70.55990804597701,70.70194655172413,0.14203850574712362,FEASIBLE,FEASIBLE,LOW,False,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-06-29,2026-07-05,WS-QC,Final Quality Control Station,31.826399999999996,0.8348262500000001,0.0,32.66122625,4.0491475,2.399525,2.00654675,93.97445325,0,False,36.25,87.79696551724136,90.09993448275861,2.302968965517252,NEAR_CAPACITY,NEAR_CAPACITY,MEDIUM,False,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-06-29,2026-07-05,WS-WHEEL-SUB,Wheel Subassembly Station,46.42355,0.8248112499999999,2.7939348055069915,50.042296055506995,4.5290525,2.6094324999999996,2.2579408,93.7230592,0,False,36.25,128.06496551724138,138.047713256571,9.982747739329625,OVERLOADED,OVERLOADED,HIGH,True,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-07-06,2026-07-12,WS-BRAKE-SUB,Brake Subassembly Station,67.09263833333333,0.8469162333333335,0.0,67.93955456666666,5.6643875,3.5196780000000008,2.4966773,173.48722270000002,0,False,36.25,185.08314022988503,187.4194608735632,2.336320643678164,OVERLOADED,OVERLOADED,CRITICAL,True,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,128.25248,3.695561333333334,12.605206980392145,144.55324831372548,11.328775,7.424226500000001,5.2309781200000005,170.75292187999997,0,False,36.25,353.79994482758616,398.76758155510475,44.967636727518595,OVERLOADED,OVERLOADED,CRITICAL,True,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260701140123,2026-07-06,2026-07-12,WS-FORK-SUSP,Fork and Suspension Prep Station,40.03661833333334,0.9236892000000001,2.0403276650641042,43.00063519839744,3.8487050000000007,2.3092230000000002,1.9551421400000004,75.01895786000001,0,False,36.25,110.44584367816093,118.62244192661362,8.176598248452692,OVERLOADED,OVERLOADED,HIGH,True,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
