planning_run_id,alternative_id,machine_id,workstation_id,maintenance_plan_id,production_operation_segment_id,production_start_datetime,production_end_datetime,maintenance_window_id,maintenance_start_datetime,maintenance_end_datetime,maintenance_window_source,maintenance_window_selected_flag,dated_overlap_flag,machine_state_unavailable_flag,maintenance_risk_level,maintenance_window_check_status,maintenance_avoidance_applied_flag,maintenance_avoidance_evidence,note_no_maintenance_order_created_flag,advisory_only_flag
PHASE4-MPS-20260721170405,ALT-BASELINE,M-FRAME-JIG-001,WS-FRAME-PREP,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-010-01,2026-06-29T08:00,2026-06-29T15:14,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-FRAME-JIG-001,WS-FRAME-PREP,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-010-02,2026-06-30T08:00,2026-06-30T15:14,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-FRAME-JIG-001,WS-FRAME-PREP,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-010-03,2026-07-01T08:00,2026-07-01T12:37,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-FORK-BENCH-001,WS-FORK-SUSP,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-020-01,2026-07-01T12:37,2026-07-01T15:14,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-FORK-BENCH-001,WS-FORK-SUSP,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-020-02,2026-07-02T08:00,2026-07-02T15:15,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-FORK-BENCH-001,WS-FORK-SUSP,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-020-03,2026-07-03T08:00,2026-07-03T15:15,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-FORK-BENCH-001,WS-FORK-SUSP,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-020-04,2026-07-06T08:00,2026-07-06T14:21,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-WHEEL-TRUE-001,WS-WHEEL-SUB,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-030-01,2026-07-01T12:37,2026-07-01T15:14,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-WHEEL-TRUE-001,WS-WHEEL-SUB,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-030-02,2026-07-02T08:00,2026-07-02T15:14,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,M-WHEEL-TRUE-001,WS-WHEEL-SUB,,SEG-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-030-03,2026-07-03T08:00,2026-07-03T15:14,,,,RISK_ONLY_NO_DATED_DOWNTIME,False,False,False,HIGH,MAINTENANCE_RISK_REVIEW,False,Maintenance risk is review-only without dated downtime; no horizon-wide production block applied.,True,True
