planning_run_id,workstation_id,machine_id,operation_id,operation_name,wip_item_id,wip_buffer_id,current_accepted_wip_qty,target_buffer_qty,max_buffer_qty,downstream_can_resume_from_wip_flag,upstream_can_pause_after_target_flag,maintenance_opportunity_flag,maintenance_opportunity_reason,related_maintenance_blocker_flag,advisory_maintenance_window_candidate_status,note_no_maintenance_order_created_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260711141513,WS-FRAME-PREP,M-FRAME-JIG-001,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,False,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-FORK-SUSP,M-FORK-BENCH-001,MT-OP-020,Fork and Suspension Prep,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,120.0,False,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MT-OP-030,Wheel Subassembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,120.0,True,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MT-OP-040,Brake Subassembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,120.0,True,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-FINAL-ASM,M-FINAL-STAND-001,MT-OP-050,Final Assembly,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,60.0,False,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-QC,M-QC-TOOLS-001,MT-OP-060,Final Quality Control,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,60.0,True,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-FRAME-PREP,M-FRAME-JIG-001,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,False,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-WHEEL-SUB,M-WHEEL-TRUE-001,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,120.0,True,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-BRAKE-SUB,M-BRAKE-BENCH-001,ROAD-OP-030,Brake Subassembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,120.0,True,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-FINAL-ASM,M-FINAL-STAND-001,ROAD-OP-040,Final Assembly,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,60.0,False,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260711141513,WS-QC,M-QC-TOOLS-001,ROAD-OP-050,Final Quality Control,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,60.0,True,False,False,Buffer is below target; build WIP before considering an upstream maintenance opportunity.,True,NO_OPPORTUNITY_BUFFER_BELOW_TARGET,True,PHASE4_STEP8D_WIP_AWARE_SCHEDULE_FEASIBILITY,True
